sweep,maker_rebate,tie_rule,tick_size,seed,collusion_index,mean_spread,avg_profit,nash_spread,monopoly_spread
rebate,0.4,split,,15,0.4844700384291097,0.7333249999999999,0.18725938630755268,0.1,0.8
rebate,0.1,split,,19,0.960452652448958,0.7999825000000004,0.17029918234480257,0.1,1.0
rebate,0.1,split,,15,0.9594939210785102,0.7999900000000003,0.17013395911438686,0.1,1.0
rebate,0.1,split,,14,0.8415376202258492,0.5997349999999997,0.149805928056367,0.1,1.0
rebate,0.1,split,,0,0.9564028486875323,0.7991393750000004,0.16960125831661538,0.1,1.0
tick_size,0.0,split,0.2,11,0.793576210526513,0.7000049999999998,0.1373051670798028,0.3,1.1
tick_size,0.0,split,0.2,8,0.9453630290429906,0.899985,0.15460171454916466,0.3,1.1
tick_size,0.0,split,0.2,19,0.7068672756720064,0.6965774999999998,0.12742443288702462,0.3,1.1
tick_size,0.0,split,0.15,2,0.7300115332500249,0.7749868750000002,0.125300409962179,0.25,1.15
tick_size,0.0,split,0.15,3,0.8206311504844421,0.6999943749999997,0.13733322489978042,0.25,1.15
tick_size,0.0,split,0.3,7,0.7205865466730524,0.6999624999999997,0.13695797884601849,0.4,1.3
tick_size,0.0,split,0.2,15,0.7936983322705637,0.6999949999999997,0.13731908320614145,0.3,1.1
rebate,0.1,split,,3,0.9594385138620289,0.7999737500000003,0.17012441049672652,0.1,1.0
rebate,0.1,split,,16,0.8463481642735549,0.5999999999999998,0.15063495446785036,0.1,1.0
rebate,0.0,split,,3,0.9267453802390174,0.7999925000000003,0.1476620365088678,0.2,1.0
rebate,0.0,split,,15,0.9267484745474786,0.7999762500000004,0.147662503628175,0.2,1.0
tick_size,0.0,split,0.2,13,0.7949982708960698,0.6999974999999997,0.13746721497649594,0.3,1.1
tick_size,0.0,split,0.2,14,0.7235192664231502,0.6615724999999999,0.12932197544903087,0.3,1.1
rebate,0.3,split,,1,0.9225800540776564,0.5999906249999998,0.20531008648287333,0.1,0.8
rebate,0.05,split,,13,0.9344883364194675,0.7997393750000003,0.15876630595053934,0.2,1.0
baseline,0.0,split,,18,0.8434105568756362,0.6999924999999998,0.13508174419294763,0.2,1.0
rebate,0.2,split,,3,0.4950336902958354,0.62501375,0.12204233589582962,0.1,1.0
rebate,0.0,split,,17,0.7629750617146999,0.5999762499999997,0.1229391368067417,0.2,1.0
rebate,0.4,split,,17,0.34782086239414517,0.32844,0.1740718662777796,0.1,0.8
rebate,0.3,split,,17,0.9166219843891376,0.5987362499999997,0.20459939707121488,0.1,0.8
rebate,0.2,split,,0,0.8754583095502511,0.5999893749999997,0.17738931400464514,0.1,1.0
tick_size,0.0,split,0.15,8,0.9011881446791716,0.8499971874999998,0.14802988675575726,0.25,1.15
baseline,0.0,split,,11,0.9268902649968681,0.7999700000000003,0.14768390842906057,0.2,1.0
rebate,0.05,split,,9,0.9357298474728172,0.7996150000000003,0.15893973204080716,0.2,1.0
rebate,0.4,split,,18,0.3621754819147528,0.23333250000000008,0.17545717892978818,0.1,0.8
tick_size,0.0,split,0.2,0,0.6493683428257339,0.6000287499999997,0.12087226300077566,0.3,1.1
tick_size,0.0,split,0.15,0,0.8186387539048313,0.7002334374999997,0.13706866695905606,0.25,1.15
rebate,0.2,split,,1,0.8787580527879265,0.5999862499999997,0.17786938497665075,0.1,1.0
tick_size,0.0,split,0.15,18,0.7703175015375171,0.8500009374999999,0.13065238861851816,0.25,1.15
rebate,0.1,split,,9,0.84584666689322,0.5999999999999998,0.1505485287809708,0.1,1.0
baseline,0.0,split,,5,0.8822925218590676,0.7999825000000004,0.1409513970651451,0.2,1.0
rebate,0.0,split,,6,0.7588178823443988,0.5999974999999997,0.12231156564768311,0.2,1.0
tick_size,0.0,split,0.2,16,0.7910802391050545,0.6999674999999997,0.13702074390923125,0.3,1.1
tick_size,0.0,split,0.15,6,0.7788502747249189,0.7375018750000003,0.1317854024603548,0.25,1.15
tick_size,0.0,split,0.15,12,0.7818130238352091,1.0124509375000001,0.13217880747395627,0.25,1.15
tick_size,0.0,split,0.15,1,0.821098676653074,0.6999999999999997,0.13739530478973494,0.25,1.15
tick_size,0.0,split,0.15,14,0.8197646848678196,0.6999999999999997,0.1372181723236076,0.25,1.15
tick_size,0.0,split,0.2,1,1.0016075704262235,1.099965,0.16101094289610418,0.3,1.1
tick_size,0.0,split,0.15,15,0.873636965982913,0.7750028125,0.14437153722082943,0.25,1.15
tick_size,0.0,split,0.15,10,0.8191750577629856,0.6999990624999997,0.1371398794103159,0.25,1.15
rebate,0.4,split,,19,0.3867560157697639,0.25000000000000006,0.17782935775999592,0.1,0.8
tick_size,0.0,split,0.15,7,0.6993262427807999,0.8687368750000002,0.12122590123226908,0.25,1.15
tick_size,0.0,split,0.15,11,0.818729217574404,0.6999999999999997,0.13708067906667432,0.25,1.15
tick_size,0.0,split,0.15,5,0.8195401051331304,0.7000074999999997,0.13718835177846825,0.25,1.15
tick_size,0.0,split,0.15,13,0.9291820146675766,0.8500018749999998,0.1517470185119684,0.25,1.15
tick_size,0.0,split,0.1,4,0.9110290044515191,0.7999687500000003,0.14740943160023348,0.2,1.2
tick_size,0.0,split,0.1,0,0.7527193571132076,0.6000843749999998,0.12314249487671973,0.2,1.2
tick_size,0.0,split,0.1,5,0.8435013408827259,0.7000231249999997,0.13705826496912657,0.2,1.2
tick_size,0.0,split,0.1,6,0.7966645605414715,0.6500000000000001,0.12987875819879424,0.2,1.2
tick_size,0.0,split,0.1,1,0.7714349595989012,0.954151875,0.1260113683086224,0.2,1.2
