sweep,n_makers,adverse_frac,adverse_cost,elasticity,epsilon_decay,alpha,maker_rebate,taker_fee,tie_rule,tick_size,memory,priority_share,allocation_noise,maker_rebates,maker_costs,latency_cost,seed,periods,collusion_index,mean_spread,avg_profit,nash_spread,monopoly_spread,punishment_magnitude,fee_condition,net_fee,heterogeneity
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.2,0.3,split,,1,0.7,12.0,,,0.0,2,50000,0.43074084444586463,0.598643,0.10272339840412463,0.1,1.0,0.33333333333333337,net_fee_10_taker30_rebate20,0.09999999999999998,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.2,0.3,split,,1,0.7,12.0,,,0.0,3,50000,0.40784715492208623,0.587943,0.10082641626538148,0.1,1.0,0.0,net_fee_10_taker30_rebate20,0.09999999999999998,
fee_split,2,0.5,0.2,1.0,2e-05,0.125,0.2,0.3,split,,1,0.7,12.0,,,0.0,4,50000,0.4883749399406858,0.615786,0.10749898731139695,0.1,1.0,-0.4999999999999999,net_fee_10_taker30_rebate20,0.09999999999999998,
heterogeneous_makers,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,split,,1,0.7,12.0,,,0.0,0,50000,0.37238653166138475,0.6749539999999999,0.08733932950405077,0.2,1.0,0.5,,,symmetric
heterogeneous_makers,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,split,,1,0.7,12.0,,,0.0,1,50000,0.3808967229320374,0.6794910000000001,0.08839977772266722,0.2,1.0,-0.8823529411764705,,,symmetric
heterogeneous_makers,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,split,,1,0.7,12.0,,,0.0,2,50000,0.3671062261961214,0.676277,0.08668135480685459,0.2,1.0,-0.4999999999999999,,,symmetric
heterogeneous_makers,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,split,,1,0.7,12.0,,,0.0,3,50000,0.33721321278863653,0.652598,0.08295640999552442,0.2,1.0,-0.7142857142857143,,,symmetric
heterogeneous_makers,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,split,,1,0.7,12.0,,,0.0,4,50000,0.37261344280626674,0.6742619999999999,0.08736760472275286,0.2,1.0,0.14285714285714282,,,symmetric
heterogeneous_makers,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,split,,1,0.7,12.0,,"(0.0, 0.05)",0.0,0,50000,0.3892277017201009,0.6833060000000001,0.08139730775116075,0.2,1.0,0.3846153846153846,,,asymmetric_cost_05
heterogeneous_makers,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,split,,1,0.7,12.0,,"(0.0, 0.05)",0.0,2,50000,0.4008256498445491,0.6907919999999999,0.08290788079128877,0.2,1.0,-0.6000000000000001,,,asymmetric_cost_05
